170347, Attitude, Roll,0.044927294, Accelerometer (raw), x,0.036346436
170347, Attitude, Yaw,-1.419760697, Accelerometer (raw), y,-0.215454102
170347, Attitude, Pitch,0.199632598, Accelerometer (raw), z,-0.988632202
170347, Attitude, Roll,0.048395713, Accelerometer (raw), x,0.059524536
170347, Attitude, Yaw,-1.424009212, Accelerometer (raw), y,-0.194564819
170347, Attitude, Pitch,0.20009608, Accelerometer (raw), z,-0.98147583
170347, Attitude, Roll,0.053632854, Accelerometer (raw), x,0.066390991
170347, Attitude, Yaw,-1.425272089, Accelerometer (raw), y,-0.192565918
170347, Attitude, Pitch,0.201199515, Accelerometer (raw), z,-0.962966919
170347, Attitude, Roll,0.055293144, Accelerometer (raw), x,0.05480957
170347, Attitude, Yaw,-1.428055285, Accelerometer (raw), y,-0.199508667
170347, Attitude, Pitch,0.201533646, Accelerometer (raw), z,-0.961257935
170347, Attitude, Roll,0.053859096, Accelerometer (raw), x,0.039825439
170347, Attitude, Yaw,-1.430960995, Accelerometer (raw), y,-0.197875977
170347, Attitude, Pitch,0.202561369, Accelerometer (raw), z,-0.972564697
170347, Attitude, Roll,0.047742948, Accelerometer (raw), x,0.034561157
170347, Attitude, Yaw,-1.429419563, Accelerometer (raw), y,-0.219146729
170347, Attitude, Pitch,0.208313451, Accelerometer (raw), z,-0.970855713
170348, Attitude, Roll,0.045624286, Accelerometer (raw), x,0.046813965
170348, Attitude, Yaw,-1.431102365, Accelerometer (raw), y,-0.220001221
170348, Attitude, Pitch,0.214753145, Accelerometer (raw), z,-0.976699829
170348, Attitude, Roll,0.034088902, Accelerometer (raw), x,0.027374268
170348, Attitude, Yaw,-1.431778385, Accelerometer (raw), y,-0.228820801
170348, Attitude, Pitch,0.23571951, Accelerometer (raw), z,-0.895065308
170348, Attitude, Roll,0.050463379, Accelerometer (raw), x,-0.043441772
170348, Attitude, Yaw,-1.441965385, Accelerometer (raw), y,-0.357009888
170348, Attitude, Pitch,0.264737908, Accelerometer (raw), z,-0.886566162
170348, Attitude, Roll,0.065241326, Accelerometer (raw), x,0.089523315
170348, Attitude, Yaw,-1.420253212, Accelerometer (raw), y,-0.277954102
170348, Attitude, Pitch,0.243491772, Accelerometer (raw), z,-0.895675659
170348, Attitude, Roll,0.059289397, Accelerometer (raw), x,0.092529297
170348, Attitude, Yaw,-1.423753452, Accelerometer (raw), y,-0.295944214
170348, Attitude, Pitch,0.222534101, Accelerometer (raw), z,-1.015869141
170348, Attitude, Roll,0.04845932, Accelerometer (raw), x,0.078720093
170348, Attitude, Yaw,-1.406280823, Accelerometer (raw), y,-0.299057007
170348, Attitude, Pitch,0.226747159, Accelerometer (raw), z,-0.936950684
170348, Attitude, Roll,0.033837547, Accelerometer (raw), x,0.087341309
170348, Attitude, Yaw,-1.386151868, Accelerometer (raw), y,-0.336837769
170348, Attitude, Pitch,0.23970575, Accelerometer (raw), z,-0.895858765
170348, Attitude, Roll,0.029937666, Accelerometer (raw), x,0.054290771
170348, Attitude, Yaw,-1.370754615, Accelerometer (raw), y,-0.337051392
170348, Attitude, Pitch,0.255092325, Accelerometer (raw), z,-0.959243774
170348, Attitude, Roll,0.035767819, Accelerometer (raw), x,0.056747437
170348, Attitude, Yaw,-1.367816081, Accelerometer (raw), y,-0.381576538
170348, Attitude, Pitch,0.25454764, Accelerometer (raw), z,-0.917007446
170348, Attitude, Roll,0.031992404, Accelerometer (raw), x,0.046234131
170348, Attitude, Yaw,-1.374536088, Accelerometer (raw), y,-0.385070801
170348, Attitude, Pitch,0.258477136, Accelerometer (raw), z,-0.994277954
170349, Attitude, Roll,0.036061401, Accelerometer (raw), x,0.087875366
170349, Attitude, Yaw,-1.389652072, Accelerometer (raw), y,-0.396957397
170349, Attitude, Pitch,0.282139279, Accelerometer (raw), z,-0.980636597
170349, Attitude, Roll,0.024850464, Accelerometer (raw), x,-0.003051758
170349, Attitude, Yaw,-1.403581615, Accelerometer (raw), y,-0.184173584
170349, Attitude, Pitch,0.301292776, Accelerometer (raw), z,-1.116256714
170349, Attitude, Roll,0.048627895, Accelerometer (raw), x,-0.03263855
170349, Attitude, Yaw,-1.432406374, Accelerometer (raw), y,-0.120559692
170349, Attitude, Pitch,0.318698698, Accelerometer (raw), z,-0.998825073
170349, Attitude, Roll,0.04447227, Accelerometer (raw), x,0.016830444
170349, Attitude, Yaw,-1.442506269, Accelerometer (raw), y,-0.19682312
170349, Attitude, Pitch,0.317425793, Accelerometer (raw), z,-0.864898682
170349, Attitude, Roll,0.033968535, Accelerometer (raw), x,-0.030944824
170349, Attitude, Yaw,-1.460174452, Accelerometer (raw), y,-0.229995728
170349, Attitude, Pitch,0.297569357, Accelerometer (raw), z,-0.878555298
170349, Attitude, Roll,0.030994527, Accelerometer (raw), x,-0.008468628
170349, Attitude, Yaw,-1.468027436, Accelerometer (raw), y,-0.268661499
170349, Attitude, Pitch,0.283590342, Accelerometer (raw), z,-0.879669189
170349, Attitude, Roll,0.03181652, Accelerometer (raw), x,0.013916016
170349, Attitude, Yaw,-1.480083593, Accelerometer (raw), y,-0.327575684
170349, Attitude, Pitch,0.280962748, Accelerometer (raw), z,-0.854278564
170349, Attitude, Roll,0.025084425, Accelerometer (raw), x,0.038192749
170349, Attitude, Yaw,-1.488582316, Accelerometer (raw), y,-0.366256714
170349, Attitude, Pitch,0.283753372, Accelerometer (raw), z,-0.926742554
170349, Attitude, Roll,0.021053994, Accelerometer (raw), x,-0.032348633
170349, Attitude, Yaw,-1.474208254, Accelerometer (raw), y,-0.33152771
170349, Attitude, Pitch,0.299882251, Accelerometer (raw), z,-1.05291748
170349, Attitude, Roll,0.009909539, Accelerometer (raw), x,0.023376465
170349, Attitude, Yaw,-1.461625493, Accelerometer (raw), y,-0.250045776
170349, Attitude, Pitch,0.321366732, Accelerometer (raw), z,-1.086990356
170350, Attitude, Roll,-0.005048308, Accelerometer (raw), x,-0.005233765
170350, Attitude, Yaw,-1.448378643, Accelerometer (raw), y,-0.16355896
170350, Attitude, Pitch,0.326603073, Accelerometer (raw), z,-1.04258728
170350, Attitude, Roll,-0.012150798, Accelerometer (raw), x,0.015670776
170350, Attitude, Yaw,-1.437299965, Accelerometer (raw), y,-0.217666626
170350, Attitude, Pitch,0.314411549, Accelerometer (raw), z,-0.945907593
170350, Attitude, Roll,-0.003077525, Accelerometer (raw), x,-0.002487183
170350, Attitude, Yaw,-1.434534907, Accelerometer (raw), y,-0.202377319
170350, Attitude, Pitch,0.30133418, Accelerometer (raw), z,-0.898239136
170350, Attitude, Roll,0.007430637, Accelerometer (raw), x,0.030670166
170350, Attitude, Yaw,-1.43078088, Accelerometer (raw), y,-0.244354248
170350, Attitude, Pitch,0.297185946, Accelerometer (raw), z,-0.870147705
170350, Attitude, Roll,0.022103455, Accelerometer (raw), x,0.039932251
170350, Attitude, Yaw,-1.437242033, Accelerometer (raw), y,-0.346405029
170350, Attitude, Pitch,0.297833978, Accelerometer (raw), z,-0.8671875
170350, Attitude, Roll,0.029824487, Accelerometer (raw), x,0.06741333
170350, Attitude, Yaw,-1.439792275, Accelerometer (raw), y,-0.388473511
170350, Attitude, Pitch,0.308198457, Accelerometer (raw), z,-0.93081665
170350, Attitude, Roll,0.03179333, Accelerometer (raw), x,0.029693604
170350, Attitude, Yaw,-1.44813973, Accelerometer (raw), y,-0.373916626
