172302, Attitude, Roll,0.081087759, Accelerometer (raw), x,0.092529297
172302, Attitude, Yaw,1.482947116, Accelerometer (raw), y,-0.203109741
172302, Attitude, Pitch,0.226828182, Accelerometer (raw), z,-0.98677063
172302, Attitude, Roll,0.081070218, Accelerometer (raw), x,0.061630249
172302, Attitude, Yaw,1.477177607, Accelerometer (raw), y,-0.241394043
172302, Attitude, Pitch,0.22737273, Accelerometer (raw), z,-0.970977783
172302, Attitude, Roll,0.078662879, Accelerometer (raw), x,0.080307007
172302, Attitude, Yaw,1.470455254, Accelerometer (raw), y,-0.238296509
172302, Attitude, Pitch,0.226706519, Accelerometer (raw), z,-0.941894531
172302, Attitude, Roll,0.077471767, Accelerometer (raw), x,0.092880249
172302, Attitude, Yaw,1.467708963, Accelerometer (raw), y,-0.216430664
172302, Attitude, Pitch,0.22033491, Accelerometer (raw), z,-0.972869873
172402, Attitude, Roll,0.076946998, Accelerometer (raw), x,0.087600708
172402, Attitude, Yaw,1.47131874, Accelerometer (raw), y,-0.226135254
172402, Attitude, Pitch,0.225038002, Accelerometer (raw), z,-0.975830078
172402, Attitude, Roll,0.07662656, Accelerometer (raw), x,0.064666748
172402, Attitude, Yaw,1.474484606, Accelerometer (raw), y,-0.222747803
172402, Attitude, Pitch,0.226722047, Accelerometer (raw), z,-0.962203979
172402, Attitude, Roll,0.07407453, Accelerometer (raw), x,0.061935425
172402, Attitude, Yaw,1.476130241, Accelerometer (raw), y,-0.218765259
172402, Attitude, Pitch,0.225536178, Accelerometer (raw), z,-0.960632324
172402, Attitude, Roll,0.072893935, Accelerometer (raw), x,0.082672119
172402, Attitude, Yaw,1.472655344, Accelerometer (raw), y,-0.213577271
172402, Attitude, Pitch,0.225039637, Accelerometer (raw), z,-0.971008301
172402, Attitude, Roll,0.073851604, Accelerometer (raw), x,0.080932617
172402, Attitude, Yaw,1.470123588, Accelerometer (raw), y,-0.214996338
172402, Attitude, Pitch,0.222844512, Accelerometer (raw), z,-0.990493774
172402, Attitude, Roll,0.077027816, Accelerometer (raw), x,0.073608398
172402, Attitude, Yaw,1.468069924, Accelerometer (raw), y,-0.219558716
172402, Attitude, Pitch,0.226720432, Accelerometer (raw), z,-0.951080322
172402, Attitude, Roll,0.077799115, Accelerometer (raw), x,0.074523926
172402, Attitude, Yaw,1.466621538, Accelerometer (raw), y,-0.210784912
172402, Attitude, Pitch,0.224147729, Accelerometer (raw), z,-0.962783813
172402, Attitude, Roll,0.080913221, Accelerometer (raw), x,0.075164795
172402, Attitude, Yaw,1.465967214, Accelerometer (raw), y,-0.207946777
172402, Attitude, Pitch,0.22034425, Accelerometer (raw), z,-0.957168579
172402, Attitude, Roll,0.081616678, Accelerometer (raw), x,0.087875366
172402, Attitude, Yaw,1.468367036, Accelerometer (raw), y,-0.205322266
172402, Attitude, Pitch,0.214756955, Accelerometer (raw), z,-0.953414917
172402, Attitude, Roll,0.079273684, Accelerometer (raw), x,0.060394287
172402, Attitude, Yaw,1.471619932, Accelerometer (raw), y,-0.214935303
172402, Attitude, Pitch,0.215931723, Accelerometer (raw), z,-0.96572876
172502, Attitude, Roll,0.077091501, Accelerometer (raw), x,0.079284668
172502, Attitude, Yaw,1.47376252, Accelerometer (raw), y,-0.222579956
172502, Attitude, Pitch,0.219606526, Accelerometer (raw), z,-0.952713013
172502, Attitude, Roll,0.074091016, Accelerometer (raw), x,0.075866699
172502, Attitude, Yaw,1.474378177, Accelerometer (raw), y,-0.220214844
172502, Attitude, Pitch,0.220285272, Accelerometer (raw), z,-0.968093872
172502, Attitude, Roll,0.072189299, Accelerometer (raw), x,0.07661438
172502, Attitude, Yaw,1.474557233, Accelerometer (raw), y,-0.235717773
172502, Attitude, Pitch,0.224806263, Accelerometer (raw), z,-0.959793091
172502, Attitude, Roll,0.069319901, Accelerometer (raw), x,0.074432373
172502, Attitude, Yaw,1.475756608, Accelerometer (raw), y,-0.234420776
172502, Attitude, Pitch,0.227453332, Accelerometer (raw), z,-0.963134766
172502, Attitude, Roll,0.065497463, Accelerometer (raw), x,0.077438354
172502, Attitude, Yaw,1.484067178, Accelerometer (raw), y,-0.234024048
172502, Attitude, Pitch,0.226811637, Accelerometer (raw), z,-0.956085205
172502, Attitude, Roll,0.063017189, Accelerometer (raw), x,0.063354492
172502, Attitude, Yaw,1.487130466, Accelerometer (raw), y,-0.234085083
172502, Attitude, Pitch,0.227316431, Accelerometer (raw), z,-0.954742432
172502, Attitude, Roll,0.059170969, Accelerometer (raw), x,0.053222656
172502, Attitude, Yaw,1.489267364, Accelerometer (raw), y,-0.219024658
172502, Attitude, Pitch,0.228932868, Accelerometer (raw), z,-0.957946777
172502, Attitude, Roll,0.054593918, Accelerometer (raw), x,0.035385132
172502, Attitude, Yaw,1.489116745, Accelerometer (raw), y,-0.221633911
172502, Attitude, Pitch,0.223119463, Accelerometer (raw), z,-0.982086182
172502, Attitude, Roll,0.05514191, Accelerometer (raw), x,0.054626465
172502, Attitude, Yaw,1.488163726, Accelerometer (raw), y,-0.222579956
172502, Attitude, Pitch,0.224658265, Accelerometer (raw), z,-0.989425659
172502, Attitude, Roll,0.053596985, Accelerometer (raw), x,0.038757324
172502, Attitude, Yaw,1.488410655, Accelerometer (raw), y,-0.207977295
172502, Attitude, Pitch,0.224354747, Accelerometer (raw), z,-0.96673584
172602, Attitude, Roll,0.050141283, Accelerometer (raw), x,0.048355103
172602, Attitude, Yaw,1.488621243, Accelerometer (raw), y,-0.211639404
172602, Attitude, Pitch,0.22148241, Accelerometer (raw), z,-0.960098267
172602, Attitude, Roll,0.049494562, Accelerometer (raw), x,0.042236328
172602, Attitude, Yaw,1.489452531, Accelerometer (raw), y,-0.22315979
172602, Attitude, Pitch,0.218865609, Accelerometer (raw), z,-0.970458984
172602, Attitude, Roll,0.04954556, Accelerometer (raw), x,0.045425415
172602, Attitude, Yaw,1.491332764, Accelerometer (raw), y,-0.225234985
