163951, Attitude, Roll,0.10944391, Accelerometer (raw), x,0.086654663
164551, Attitude, Yaw,0.728555176, Accelerometer (raw), y,-0.173736572
164551, Attitude, Pitch,0.177102458, Accelerometer (raw), z,-0.974639893
164551, Attitude, Roll,0.026178756, Accelerometer (raw), x,0.054000854
164551, Attitude, Yaw,0.730621147, Accelerometer (raw), y,-0.204025269
164551, Attitude, Pitch,0.169918686, Accelerometer (raw), z,-0.973815918
164551, Attitude, Roll,0.02750303, Accelerometer (raw), x,0.061782837
164551, Attitude, Yaw,0.732016615, Accelerometer (raw), y,-0.219512939
164551, Attitude, Pitch,0.168737562, Accelerometer (raw), z,-0.949691772
164551, Attitude, Roll,0.031262483, Accelerometer (raw), x,0.057510376
164551, Attitude, Yaw,0.735834264, Accelerometer (raw), y,-0.205505371
164551, Attitude, Pitch,0.170657469, Accelerometer (raw), z,-0.981155396
164551, Attitude, Roll,0.040868067, Accelerometer (raw), x,0.065505981
164551, Attitude, Yaw,0.740749314, Accelerometer (raw), y,-0.224197388
164551, Attitude, Pitch,0.176397011, Accelerometer (raw), z,-0.958724976
164551, Attitude, Roll,0.047334576, Accelerometer (raw), x,0.054229736
164551, Attitude, Yaw,0.75121406, Accelerometer (raw), y,-0.263534546
164551, Attitude, Pitch,0.185265226, Accelerometer (raw), z,-0.956314087
164551, Attitude, Roll,0.047471019, Accelerometer (raw), x,0.015014648
164551, Attitude, Yaw,0.761501723, Accelerometer (raw), y,-0.254898071
164551, Attitude, Pitch,0.20084256, Accelerometer (raw), z,-0.964569092
164551, Attitude, Roll,0.041133239, Accelerometer (raw), x,0.065719604
164551, Attitude, Yaw,0.765849765, Accelerometer (raw), y,-0.28314209
164551, Attitude, Pitch,0.209968136, Accelerometer (raw), z,-1.00604248
164551, Attitude, Roll,0.037346538, Accelerometer (raw), x,0.074813843
164551, Attitude, Yaw,0.760463804, Accelerometer (raw), y,-0.346481323
164551, Attitude, Pitch,0.211778692, Accelerometer (raw), z,-0.977645874
164651, Attitude, Roll,0.033325301, Accelerometer (raw), x,0.021713257
164651, Attitude, Yaw,0.751515762, Accelerometer (raw), y,-0.250564575
164651, Attitude, Pitch,0.244809573, Accelerometer (raw), z,-1.043060303
164651, Attitude, Roll,0.029199628, Accelerometer (raw), x,-0.02293396
164651, Attitude, Yaw,0.739173181, Accelerometer (raw), y,-0.146728516
164651, Attitude, Pitch,0.27985251, Accelerometer (raw), z,-1.005004883
164651, Attitude, Roll,0.038643926, Accelerometer (raw), x,-0.021835327
164651, Attitude, Yaw,0.724610011, Accelerometer (raw), y,-0.093902588
164651, Attitude, Pitch,0.276954084, Accelerometer (raw), z,-0.981216431
164651, Attitude, Roll,0.047212402, Accelerometer (raw), x,0.033035278
164651, Attitude, Yaw,0.706911671, Accelerometer (raw), y,-0.130859375
164651, Attitude, Pitch,0.287580664, Accelerometer (raw), z,-0.916976929
164651, Attitude, Roll,0.059070474, Accelerometer (raw), x,0.028869629
164651, Attitude, Yaw,0.684964424, Accelerometer (raw), y,-0.187835693
164651, Attitude, Pitch,0.290395314, Accelerometer (raw), z,-0.900115967
164651, Attitude, Roll,0.046360287, Accelerometer (raw), x,0.009262085
164651, Attitude, Yaw,0.678473252, Accelerometer (raw), y,-0.189193726
164651, Attitude, Pitch,0.275950435, Accelerometer (raw), z,-0.916824341
164651, Attitude, Roll,0.041247045, Accelerometer (raw), x,-0.001998901
164651, Attitude, Yaw,0.675468318, Accelerometer (raw), y,-0.266921997
164651, Attitude, Pitch,0.256617306, Accelerometer (raw), z,-0.955612183
164651, Attitude, Roll,0.030247426, Accelerometer (raw), x,0.011642456
164651, Attitude, Yaw,0.683809049, Accelerometer (raw), y,-0.286056519
164651, Attitude, Pitch,0.240588131, Accelerometer (raw), z,-0.918609619
164651, Attitude, Roll,0.026158175, Accelerometer (raw), x,-0.009109497
164651, Attitude, Yaw,0.687759454, Accelerometer (raw), y,-0.281463623
164651, Attitude, Pitch,0.247096361, Accelerometer (raw), z,-0.981567383
164751, Attitude, Roll,-0.009317402, Accelerometer (raw), x,-0.000671387
164751, Attitude, Yaw,0.722584882, Accelerometer (raw), y,-0.283294678
164751, Attitude, Pitch,0.268435099, Accelerometer (raw), z,-1.023605347
164751, Attitude, Roll,-0.03439206, Accelerometer (raw), x,-0.081222534
164751, Attitude, Yaw,0.741134328, Accelerometer (raw), y,-0.13319397
164751, Attitude, Pitch,0.27223358, Accelerometer (raw), z,-1.100326538
164751, Attitude, Roll,-0.040380882, Accelerometer (raw), x,0.007064819
164751, Attitude, Yaw,0.758179449, Accelerometer (raw), y,-0.156539917
164751, Attitude, Pitch,0.29062901, Accelerometer (raw), z,-0.955062866
164751, Attitude, Roll,-0.055794788, Accelerometer (raw), x,-0.054367065
164751, Attitude, Yaw,0.751261372, Accelerometer (raw), y,-0.101669312
164751, Attitude, Pitch,0.263606713, Accelerometer (raw), z,-0.959365845
164751, Attitude, Roll,-0.060164425, Accelerometer (raw), x,0.002700806
164751, Attitude, Yaw,0.754793583, Accelerometer (raw), y,-0.169509888
164751, Attitude, Pitch,0.276960777, Accelerometer (raw), z,-0.865692139
164751, Attitude, Roll,-0.051997819, Accelerometer (raw), x,0.012374878
164751, Attitude, Yaw,0.773393542, Accelerometer (raw), y,-0.277420044
164751, Attitude, Pitch,0.284368871, Accelerometer (raw), z,-0.969345093
164751, Attitude, Roll,-0.012911304, Accelerometer (raw), x,0.017608643
164751, Attitude, Yaw,0.761507563, Accelerometer (raw), y,-0.301147461
164751, Attitude, Pitch,0.255396284, Accelerometer (raw), z,-0.96031189
164751, Attitude, Roll,0.008653995, Accelerometer (raw), x,0.01675415
164751, Attitude, Yaw,0.77525875, Accelerometer (raw), y,-0.35774231
164751, Attitude, Pitch,0.255004695, Accelerometer (raw), z,-0.921813965
164751, Attitude, Roll,0.008052797, Accelerometer (raw), x,0.090713501
164751, Attitude, Yaw,0.783393551, Accelerometer (raw), y,-0.368286133
164751, Attitude, Pitch,0.282508746, Accelerometer (raw), z,-0.988800049
164751, Attitude, Roll,0.007234225, Accelerometer (raw), x,0.011703491
164751, Attitude, Yaw,0.769810308, Accelerometer (raw), y,-0.267456055
164751, Attitude, Pitch,0.324606269, Accelerometer (raw), z,-1.111450195
164851, Attitude, Roll,0.017544381, Accelerometer (raw), x,-0.099151611
164851, Attitude, Yaw,0.75508406, Accelerometer (raw), y,-0.090988159
164851, Attitude, Pitch,0.325624808, Accelerometer (raw), z,-1.041397095
164851, Attitude, Roll,0.031324436, Accelerometer (raw), x,0.000442505
164851, Attitude, Yaw,0.733764081, Accelerometer (raw), y,-0.161590576
164851, Attitude, Pitch,0.358418857, Accelerometer (raw), z,-0.879089355
164851, Attitude, Roll,0.035810522, Accelerometer (raw), x,0.033218384
164851, Attitude, Yaw,0.70744132, Accelerometer (raw), y,-0.275436401
164851, Attitude, Pitch,0.360018774, Accelerometer (raw), z,-0.807250977
164851, Attitude, Roll,0.004460639, Accelerometer (raw), x,-0.044296265
164851, Attitude, Yaw,0.704265035, Accelerometer (raw), y,-0.324813843
164851, Attitude, Pitch,0.362261619, Accelerometer (raw), z,-0.858566284
164851, Attitude, Roll,-0.028753926, Accelerometer (raw), x,-0.044830322
164851, Attitude, Yaw,0.696478708, Accelerometer (raw), y,-0.415130615
164851, Attitude, Pitch,0.351635779, Accelerometer (raw), z,-0.879623413
164851, Attitude, Roll,-0.059418411, Accelerometer (raw), x,-0.0887146
164851, Attitude, Yaw,0.698625166, Accelerometer (raw), y,-0.388092041
164851, Attitude, Pitch,0.353440125, Accelerometer (raw), z,-0.947372437
164851, Attitude, Roll,-0.095121094, Accelerometer (raw), x,-0.117996216
164851, Attitude, Yaw,0.700229438, Accelerometer (raw), y,-0.346450806
164851, Attitude, Pitch,0.347892011, Accelerometer (raw), z,-0.99041748
164851, Attitude, Roll,-0.099876206, Accelerometer (raw), x,-0.160675049
164851, Attitude, Yaw,0.716406763, Accelerometer (raw), y,-0.173553467
164851, Attitude, Pitch,0.364180962, Accelerometer (raw), z,-1.135894775
164851, Attitude, Roll,-0.053588409, Accelerometer (raw), x,-0.037765503
164851, Attitude, Yaw,0.722904697, Accelerometer (raw), y,-0.222732544
164851, Attitude, Pitch,0.380969348, Accelerometer (raw), z,-0.971817017
164851, Attitude, Roll,-0.005632105, Accelerometer (raw), x,-0.019104004
164851, Attitude, Yaw,0.71818748, Accelerometer (raw), y,-0.221817017
164851, Attitude, Pitch,0.362295158, Accelerometer (raw), z,-0.922134399
164951, Attitude, Roll,0.011103158, Accelerometer (raw), x,0.062316895
164951, Attitude, Yaw,0.7533923, Accelerometer (raw), y,-0.280807495
164951, Attitude, Pitch,0.353440271, Accelerometer (raw), z,-0.812088013
164951, Attitude, Roll,0.01030342, Accelerometer (raw), x,0.023239136
164951, Attitude, Yaw,0.754758931, Accelerometer (raw), y,-0.27281189
164951, Attitude, Pitch,0.338109291, Accelerometer (raw), z,-0.939178467
164951, Attitude, Roll,0.023708106, Accelerometer (raw), x,0.054351807
164951, Attitude, Yaw,0.751930579, Accelerometer (raw), y,-0.415603638
164951, Attitude, Pitch,0.325133449, Accelerometer (raw), z,-0.937057495
164951, Attitude, Roll,0.022551774, Accelerometer (raw), x,0.022872925
164951, Attitude, Yaw,0.750225654, Accelerometer (raw), y,-0.410369873
164951, Attitude, Pitch,0.337791203, Accelerometer (raw), z,-1.066101074
164951, Attitude, Roll,0.020086523, Accelerometer (raw), x,-0.018157959
164951, Attitude, Yaw,0.735311388, Accelerometer (raw), y,-0.205734253
164951, Attitude, Pitch,0.362713734, Accelerometer (raw), z,-1.110168457
164951, Attitude, Roll,0.030640186, Accelerometer (raw), x,0.002593994
164951, Attitude, Yaw,0.709613307, Accelerometer (raw), y,-0.246383667
164951, Attitude, Pitch,0.370994984, Accelerometer (raw), z,-0.890426636
164951, Attitude, Roll,0.04698338, Accelerometer (raw), x,0.000183105
164951, Attitude, Yaw,0.710509721, Accelerometer (raw), y,-0.178253174
164951, Attitude, Pitch,0.385587554, Accelerometer (raw), z,-0.912979126
164951, Attitude, Roll,0.037420076, Accelerometer (raw), x,0.033554077
164951, Attitude, Yaw,0.684464254, Accelerometer (raw), y,-0.304534912
164951, Attitude, Pitch,0.35630803, Accelerometer (raw), z,-0.815582275
164951, Attitude, Roll,0.015073034, Accelerometer (raw), x,-0.037994385
164951, Attitude, Yaw,0.689212472, Accelerometer (raw), y,-0.318023682
164951, Attitude, Pitch,0.34423687, Accelerometer (raw), z,-0.882446289
164951, Attitude, Roll,0.008738214, Accelerometer (raw), x,0.031661987
164951, Attitude, Yaw,0.697088085, Accelerometer (raw), y,-0.417984009
164951, Attitude, Pitch,0.346327312, Accelerometer (raw), z,-0.859466553
165051, Attitude, Roll,0.008958206, Accelerometer (raw), x,-0.055801392
165051, Attitude, Yaw,0.700815998, Accelerometer (raw), y,-0.428985596
165051, Attitude, Pitch,0.362681313, Accelerometer (raw), z,-0.96270752
165051, Attitude, Roll,-0.002854571, Accelerometer (raw), x,-0.044799805
165051, Attitude, Yaw,0.714871301, Accelerometer (raw), y,-0.345062256
165051, Attitude, Pitch,0.381124677, Accelerometer (raw), z,-1.189819336
165051, Attitude, Roll,-0.030971986, Accelerometer (raw), x,0.018051147
165051, Attitude, Yaw,0.700851862, Accelerometer (raw), y,-0.235397339
165051, Attitude, Pitch,0.35724109, Accelerometer (raw), z,-0.962234497
165051, Attitude, Roll,-0.01537249, Accelerometer (raw), x,0.028747559
165051, Attitude, Yaw,0.720346276, Accelerometer (raw), y,-0.198684692
165051, Attitude, Pitch,0.410459636, Accelerometer (raw), z,-0.948638916
165051, Attitude, Roll,-0.028820206, Accelerometer (raw), x,-0.004272461
165051, Attitude, Yaw,0.713974507, Accelerometer (raw), y,-0.262252808
165051, Attitude, Pitch,0.379764964, Accelerometer (raw), z,-0.868286133
165051, Attitude, Roll,-0.025390191, Accelerometer (raw), x,-0.014282227
165051, Attitude, Yaw,0.735546746, Accelerometer (raw), y,-0.348098755
165051, Attitude, Pitch,0.352677522, Accelerometer (raw), z,-0.839767456
165051, Attitude, Roll,-0.0231302, Accelerometer (raw), x,0.04750061
165051, Attitude, Yaw,0.739865099, Accelerometer (raw), y,-0.379348755
165051, Attitude, Pitch,0.350277793, Accelerometer (raw), z,-0.871780396
165051, Attitude, Roll,-0.009756016, Accelerometer (raw), x,0.050323486
165051, Attitude, Yaw,0.73671469, Accelerometer (raw), y,-0.474563599
165051, Attitude, Pitch,0.374355522, Accelerometer (raw), z,-0.92539978
165051, Attitude, Roll,-0.018597892, Accelerometer (raw), x,0.000366211
165051, Attitude, Yaw,0.726045611, Accelerometer (raw), y,-0.366531372
165051, Attitude, Pitch,0.390516339, Accelerometer (raw), z,-1.116989136
165051, Attitude, Roll,-0.015778958, Accelerometer (raw), x,-0.128662109
165051, Attitude, Yaw,0.714437454, Accelerometer (raw), y,-0.165649414
165051, Attitude, Pitch,0.375583044, Accelerometer (raw), z,-1.014953613
165151, Attitude, Roll,-0.013880253, Accelerometer (raw), x,-0.104644775
165151, Attitude, Yaw,0.724162006, Accelerometer (raw), y,-0.199676514
165151, Attitude, Pitch,0.396707457, Accelerometer (raw), z,-0.943115234
165151, Attitude, Roll,-0.01230619, Accelerometer (raw), x,-0.015258789
165151, Attitude, Yaw,0.696208936, Accelerometer (raw), y,-0.266311646
165151, Attitude, Pitch,0.376554374, Accelerometer (raw), z,-0.80960083
165151, Attitude, Roll,-0.004235075, Accelerometer (raw), x,-0.056655884
165151, Attitude, Yaw,0.692391792, Accelerometer (raw), y,-0.299362183
165151, Attitude, Pitch,0.371202842, Accelerometer (raw), z,-0.841720581
165151, Attitude, Roll,0.000493312, Accelerometer (raw), x,-0.02154541
165151, Attitude, Yaw,0.682776806, Accelerometer (raw), y,-0.357971191
165151, Attitude, Pitch,0.365138519, Accelerometer (raw), z,-0.933059692
165151, Attitude, Roll,0.003878361, Accelerometer (raw), x,-0.004425049
165151, Attitude, Yaw,0.673257278, Accelerometer (raw), y,-0.42175293
165151, Attitude, Pitch,0.35293927, Accelerometer (raw), z,-0.965988159
165151, Attitude, Roll,-0.007934385, Accelerometer (raw), x,-0.015167236
165151, Attitude, Yaw,0.701073562, Accelerometer (raw), y,-0.428619385
165151, Attitude, Pitch,0.390266586, Accelerometer (raw), z,-0.942108154
165151, Attitude, Roll,-0.01003063, Accelerometer (raw), x,0.009902954
165151, Attitude, Yaw,0.707956213, Accelerometer (raw), y,-0.292129517
165151, Attitude, Pitch,0.404987989, Accelerometer (raw), z,-1.08052063
165151, Attitude, Roll,-0.014622189, Accelerometer (raw), x,0.03755188
165151, Attitude, Yaw,0.722214965, Accelerometer (raw), y,-0.315383911
165151, Attitude, Pitch,0.40959273, Accelerometer (raw), z,-0.943405151
165151, Attitude, Roll,-0.010474642, Accelerometer (raw), x,-0.005767822
165151, Attitude, Yaw,0.736045626, Accelerometer (raw), y,-0.251220703
165151, Attitude, Pitch,0.392061812, Accelerometer (raw), z,-0.934051514
165151, Attitude, Roll,-0.007752999, Accelerometer (raw), x,0.01524353
165151, Attitude, Yaw,0.752179785, Accelerometer (raw), y,-0.302764893
165151, Attitude, Pitch,0.366897649, Accelerometer (raw), z,-0.786636353
165251, Attitude, Roll,0.002386132, Accelerometer (raw), x,0.023880005
165251, Attitude, Yaw,0.76346376, Accelerometer (raw), y,-0.333602905
165251, Attitude, Pitch,0.358999319, Accelerometer (raw), z,-0.846511841
165251, Attitude, Roll,0.004016458, Accelerometer (raw), x,0.06237793
165251, Attitude, Yaw,0.763124053, Accelerometer (raw), y,-0.41986084
165251, Attitude, Pitch,0.344780388, Accelerometer (raw), z,-0.898864746
