164519, Attitude, Roll,0.045613797, Accelerometer (raw), x,0.050598145
164519, Attitude, Yaw,1.806335109, Accelerometer (raw), y,-0.074996948
164519, Attitude, Pitch,0.079070255, Accelerometer (raw), z,-1.028121948
164519, Attitude, Roll,0.048149956, Accelerometer (raw), x,0.043106079
164519, Attitude, Yaw,1.810133364, Accelerometer (raw), y,-0.086914063
164519, Attitude, Pitch,0.083836118, Accelerometer (raw), z,-0.980438232
164519, Attitude, Roll,0.043036006, Accelerometer (raw), x,0.052215576
164519, Attitude, Yaw,1.811606884, Accelerometer (raw), y,-0.086776733
164519, Attitude, Pitch,0.081663138, Accelerometer (raw), z,-0.974182129
164519, Attitude, Roll,0.043393956, Accelerometer (raw), x,0.041213989
164519, Attitude, Yaw,1.813854349, Accelerometer (raw), y,-0.082214355
164519, Attitude, Pitch,0.081013941, Accelerometer (raw), z,-0.980209351
164519, Attitude, Roll,0.042111194, Accelerometer (raw), x,0.038421631
164519, Attitude, Yaw,1.816251594, Accelerometer (raw), y,-0.076080322
164519, Attitude, Pitch,0.077994566, Accelerometer (raw), z,-0.982910156
164519, Attitude, Roll,0.04179743, Accelerometer (raw), x,0.033081055
164519, Attitude, Yaw,1.8161066, Accelerometer (raw), y,-0.083084106
164519, Attitude, Pitch,0.08293256, Accelerometer (raw), z,-0.995681763
164520, Attitude, Roll,0.039967806, Accelerometer (raw), x,0.032684326
164520, Attitude, Yaw,1.814077997, Accelerometer (raw), y,-0.081420898
164520, Attitude, Pitch,0.084554623, Accelerometer (raw), z,-0.983474731
164520, Attitude, Roll,0.039291182, Accelerometer (raw), x,0.044631958
164520, Attitude, Yaw,1.812329709, Accelerometer (raw), y,-0.081161499
164520, Attitude, Pitch,0.084690748, Accelerometer (raw), z,-0.991226196
164520, Attitude, Roll,0.037945374, Accelerometer (raw), x,0.039611816
164520, Attitude, Yaw,1.812711779, Accelerometer (raw), y,-0.085617065
164520, Attitude, Pitch,0.08687326, Accelerometer (raw), z,-0.99079895
164520, Attitude, Roll,0.03984755, Accelerometer (raw), x,0.043579102
164520, Attitude, Yaw,1.815630759, Accelerometer (raw), y,-0.084899902
164520, Attitude, Pitch,0.091049976, Accelerometer (raw), z,-0.999023438
164520, Attitude, Roll,0.036477366, Accelerometer (raw), x,0.037841797
164520, Attitude, Yaw,1.816912265, Accelerometer (raw), y,-0.103469849
164520, Attitude, Pitch,0.093943463, Accelerometer (raw), z,-0.973937988
164520, Attitude, Roll,0.031979807, Accelerometer (raw), x,0.029464722
164520, Attitude, Yaw,1.818635748, Accelerometer (raw), y,-0.089935303
164520, Attitude, Pitch,0.098353722, Accelerometer (raw), z,-0.980026245
164520, Attitude, Roll,0.024712622, Accelerometer (raw), x,0.02645874
164520, Attitude, Yaw,1.818032438, Accelerometer (raw), y,-0.096511841
164520, Attitude, Pitch,0.103496834, Accelerometer (raw), z,-0.98614502
164520, Attitude, Roll,0.022306732, Accelerometer (raw), x,0.026046753
164520, Attitude, Yaw,1.818500138, Accelerometer (raw), y,-0.100891113
164520, Attitude, Pitch,0.105096636, Accelerometer (raw), z,-0.968444824
164520, Attitude, Roll,0.01991933, Accelerometer (raw), x,0.014251709
164520, Attitude, Yaw,1.819616254, Accelerometer (raw), y,-0.095932007
164520, Attitude, Pitch,0.103568276, Accelerometer (raw), z,-1.002243042
164520, Attitude, Roll,0.013117566, Accelerometer (raw), x,0.016387939
164520, Attitude, Yaw,1.822305818, Accelerometer (raw), y,-0.10710144
164520, Attitude, Pitch,0.103369084, Accelerometer (raw), z,-0.991943359
164521, Attitude, Roll,0.011842994, Accelerometer (raw), x,0.022460938
164521, Attitude, Yaw,1.82118723, Accelerometer (raw), y,-0.121902466
164521, Attitude, Pitch,0.109098338, Accelerometer (raw), z,-0.979644775
164521, Attitude, Roll,0.013216051, Accelerometer (raw), x,0.01071167
164521, Attitude, Yaw,1.819824522, Accelerometer (raw), y,-0.099639893
164521, Attitude, Pitch,0.106782896, Accelerometer (raw), z,-0.982254028
164521, Attitude, Roll,0.015852095, Accelerometer (raw), x,0.012954712
164521, Attitude, Yaw,1.81611201, Accelerometer (raw), y,-0.093475342
164521, Attitude, Pitch,0.102487283, Accelerometer (raw), z,-0.999465942
164521, Attitude, Roll,0.017967324, Accelerometer (raw), x,0.002960205
164521, Attitude, Yaw,1.814082378, Accelerometer (raw), y,-0.097808838
164521, Attitude, Pitch,0.103532117, Accelerometer (raw), z,-0.985977173
164521, Attitude, Roll,0.019162072, Accelerometer (raw), x,0.015029907
164521, Attitude, Yaw,1.812481227, Accelerometer (raw), y,-0.103927612
164521, Attitude, Pitch,0.101683161, Accelerometer (raw), z,-0.979049683
164521, Attitude, Roll,0.018059639, Accelerometer (raw), x,0.02822876
164521, Attitude, Yaw,1.814435496, Accelerometer (raw), y,-0.093063354
164521, Attitude, Pitch,0.098582193, Accelerometer (raw), z,-0.991851807
164521, Attitude, Roll,0.016462351, Accelerometer (raw), x,0.020706177
164521, Attitude, Yaw,1.821762034, Accelerometer (raw), y,-0.095169067
164521, Attitude, Pitch,0.099197356, Accelerometer (raw), z,-0.970474243
164521, Attitude, Roll,0.013884867, Accelerometer (raw), x,0.010482788
164521, Attitude, Yaw,1.828772247, Accelerometer (raw), y,-0.104431152
164521, Attitude, Pitch,0.098915609, Accelerometer (raw), z,-0.978164673
164521, Attitude, Roll,0.010740474, Accelerometer (raw), x,0.007537842
164521, Attitude, Yaw,1.833563971, Accelerometer (raw), y,-0.091812134
164521, Attitude, Pitch,0.09955217, Accelerometer (raw), z,-0.994232178
164521, Attitude, Roll,0.004732388, Accelerometer (raw), x,0.010284424
164521, Attitude, Yaw,1.835590013, Accelerometer (raw), y,-0.101425171
164521, Attitude, Pitch,0.104550091, Accelerometer (raw), z,-0.985671997
164522, Attitude, Roll,0.006625072, Accelerometer (raw), x,0.024658203
164522, Attitude, Yaw,1.832803876, Accelerometer (raw), y,-0.083129883
164522, Attitude, Pitch,0.102515664, Accelerometer (raw), z,-1.014663696
164522, Attitude, Roll,0.013817328, Accelerometer (raw), x,0.003921509
164522, Attitude, Yaw,1.834335199, Accelerometer (raw), y,-0.112304688
164522, Attitude, Pitch,0.106890608, Accelerometer (raw), z,-0.977722168
164522, Attitude, Roll,0.011660869, Accelerometer (raw), x,-0.002716064
164522, Attitude, Yaw,1.833118341, Accelerometer (raw), y,-0.109344482
164522, Attitude, Pitch,0.107421862, Accelerometer (raw), z,-0.986541748
164522, Attitude, Roll,0.011015091, Accelerometer (raw), x,9.16E-05
164522, Attitude, Yaw,1.830207924, Accelerometer (raw), y,-0.109848022
164522, Attitude, Pitch,0.104257444, Accelerometer (raw), z,-0.987762451
164522, Attitude, Roll,0.009683379, Accelerometer (raw), x,0.014297485
164522, Attitude, Yaw,1.830807722, Accelerometer (raw), y,-0.101577759
164522, Attitude, Pitch,0.105932846, Accelerometer (raw), z,-0.988815308
164522, Attitude, Roll,0.007458295, Accelerometer (raw), x,0.004119873
164522, Attitude, Yaw,1.827943988, Accelerometer (raw), y,-0.118026733
164522, Attitude, Pitch,0.108545278, Accelerometer (raw), z,-0.983291626
164522, Attitude, Roll,0.002305474, Accelerometer (raw), x,0.01763916
164522, Attitude, Yaw,1.825100735, Accelerometer (raw), y,-0.103790283
164522, Attitude, Pitch,0.111872463, Accelerometer (raw), z,-0.990509033
164522, Attitude, Roll,0.013705436, Accelerometer (raw), x,0.019775391
164522, Attitude, Yaw,1.823981025, Accelerometer (raw), y,-0.115127563
164522, Attitude, Pitch,0.107228749, Accelerometer (raw), z,-0.980239868
164522, Attitude, Roll,0.015810609, Accelerometer (raw), x,0.016571045
164522, Attitude, Yaw,1.820274715, Accelerometer (raw), y,-0.070602417
164522, Attitude, Pitch,0.102012413, Accelerometer (raw), z,-0.942062378
164522, Attitude, Roll,0.035008936, Accelerometer (raw), x,0.02545166
164522, Attitude, Yaw,1.824709697, Accelerometer (raw), y,-0.143341064
164522, Attitude, Pitch,0.132956278, Accelerometer (raw), z,-1.035171509
164523, Attitude, Roll,0.02177953, Accelerometer (raw), x,0.041824341
164523, Attitude, Yaw,1.825410396, Accelerometer (raw), y,-0.136901855
164523, Attitude, Pitch,0.127448574, Accelerometer (raw), z,-0.961517334
164523, Attitude, Roll,0.019942078, Accelerometer (raw), x,0.042114258
164523, Attitude, Yaw,1.828417929, Accelerometer (raw), y,-0.110244751
164523, Attitude, Pitch,0.098920146, Accelerometer (raw), z,-0.985687256
164523, Attitude, Roll,0.006658376, Accelerometer (raw), x,0.013595581
